Sample Number,Sample Submission Date,Sample Name,Sex,Tissue weight (mg),Treatment,Tissue Type,PND,Litter,Individual Lipid Species,Lipid Class,"MRM Transition of each lipid species
(Parent ion / Fragment ion)",Lipid Species used as Internal Standard,Retention Time (min),Peak Area of Lipid Species,Peak Area of Internal Standard,Normalized Peak Area (Peak Area of Lipid Species / (Peak Area of Internal Standard * Tissue Weight))
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:0_FA20:0)+NH4,TAG,880.8 / 551.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.26072773297259,189492.933670761,899111.053271241,0.00365177342846693
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:1_FA16:0)+NH4,TAG,878.8 / 605.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.40802968908199,291970.423929194,899111.053271241,0.00797843068474546
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:1_FA18:1)+NH4,TAG,878.8 / 579.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.37285817534763,256224.094685377,899111.053271241,0.00705183094100005
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:1_FA20:0)+NH4,TAG,878.8 / 549.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19397884153079,98178.5245057364,899111.053271241,0.00194817789572292
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:2_FA16:0)+NH4,TAG,876.8 / 603.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.32752103667824,723648.149396107,899111.053271241,0.023242141417744
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:2_FA18:1)+NH4,TAG,876.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.34329892797638,1602872.82051142,899111.053271241,0.0371487798666107
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:2_FA18:2)+NH4,TAG,876.8 / 579.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.29440528528695,39828.7083440085,899111.053271241,0.00105781052542422
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:3_FA16:0)+NH4,TAG,874.8 / 601.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.30011949425942,590296.308486463,899111.053271241,0.0119538518933368
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:3_FA16:1)+NH4,TAG,874.8 / 603.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.1919485290518,388995.416067389,899111.053271241,0.0115401316469016
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:3_FA18:1)+NH4,TAG,874.8 / 575.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.1917889628142,375348.536170706,899111.053271241,0.00900868393820621
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:3_FA18:2)+NH4,TAG,874.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21800675153897,366096.788722928,899111.053271241,0.0088248863513615
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:4_FA14:0)+NH4,TAG,872.8 / 627.6,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,1.99234800360418,209986.008202132,899111.053271241,0.000500915543016078
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:4_FA16:0)+NH4,TAG,872.8 / 599.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21737167772015,539740.979043684,899111.053271241,0.0101870259837287
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:4_FA16:1)+NH4,TAG,872.8 / 601.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20179404149732,76754.7313378352,899111.053271241,0.00192195938929076
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:4_FA18:1)+NH4,TAG,872.8 / 573.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20571360613925,158629.996060098,899111.053271241,0.00341483207816242
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:4_FA18:2)+NH4,TAG,872.8 / 575.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21969257659989,440453.506924617,899111.053271241,0.00958961628997062
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:4_FA18:3)+NH4,TAG,872.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20745872588213,334814.537359127,899111.053271241,0.00727985199692907
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:4_FA20:3)+NH4,TAG,872.8 / 549.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,1.87885734765738,157128.329499863,899111.053271241,0.00285279004735637
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:4_FA20:4)+NH4,TAG,872.8 / 551.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22758903027524,611339.34797814,899111.053271241,0.011594379173207
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:5_FA14:0)+NH4,TAG,870.8 / 625.6,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.12411911087021,29136.1260541659,899111.053271241,0.000329099654642746
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:5_FA16:0)+NH4,TAG,870.8 / 597.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19737515248599,233248.979408633,899111.053271241,0.00376646894077989
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:5_FA16:1)+NH4,TAG,870.8 / 599.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.1889439493695,199972.379477064,899111.053271241,0.00381609445273119
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:5_FA18:2)+NH4,TAG,870.8 / 573.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19975050880465,192450.835746034,899111.053271241,0.0036236905671664
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:5_FA18:3)+NH4,TAG,870.8 / 575.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20019551077453,150985.189743264,899111.053271241,0.00283480931896635
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:5_FA20:4)+NH4,TAG,870.8 / 549.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21635007430496,399426.278528723,899111.053271241,0.00724422751249067
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:6_FA14:0)+NH4,TAG,868.8 / 623.6,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.1165870415971,367139.285431368,899111.053271241,0.0039130974866508
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:6_FA16:0)+NH4,TAG,868.8 / 595.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.17413396963075,209505.191652015,899111.053271241,0.00355179211580766
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:6_FA18:2)+NH4,TAG,868.8 / 571.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20197759298316,52055.2329851982,899111.053271241,0.000882859347335713
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:6_FA18:3)+NH4,TAG,868.8 / 573.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19767690658434,1793.89610028573,899111.053271241,5.90738992797586e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:6_FA20:4)+NH4,TAG,868.8 / 547.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21868880580919,30514.1619127862,899111.053271241,0.000685631748916361
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:6_FA22:6)+NH4,TAG,868.8 / 523.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22968955773725,870637.375787704,899111.053271241,0.0144564523689518
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(52:7_FA22:6)+NH4,TAG,866.7 / 521.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20915675217144,191233.360381777,899111.053271241,0.00299182569873279
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(53:0_FA16:0)+NH4,TAG,894.8 / 621.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23310987781748,403638.444565523,899111.053271241,0.00694988274743636
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(53:1_FA16:0)+NH4,TAG,892.8 / 619.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2006954932162,17324.0557037153,899111.053271241,0.000136917882109021
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(53:2_FA16:0)+NH4,TAG,890.8 / 617.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20627848694399,9224.23053666792,899111.053271241,8.14644816855858e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(53:2_FA17:0)+NH4,TAG,890.8 / 603.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.30918836753925,7128.80266339276,899111.053271241,7.21435707730621e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(53:4_FA18:2)+NH4,TAG,886.8 / 589.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20266172688056,30336.2266096963,899111.053271241,0.000199752460213945
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:1_FA20:0)+NH4,TAG,906.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.17917103957611,155320.886244261,899111.053271241,0.00384195390291594
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:2_FA18:0)+NH4,TAG,904.8 / 603.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.37094801466696,267791.454901576,899111.053271241,0.0102777697676577
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:2_FA18:1)+NH4,TAG,904.8 / 605.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.34527236484749,149467.234597556,899111.053271241,0.00446707812029817
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:2_FA20:0)+NH4,TAG,904.8 / 575.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.27676354195603,84080.7706802586,899111.053271241,0.00158324800979699
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:2_FA20:1)+NH4,TAG,904.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.30184427429555,186651.313530528,899111.053271241,0.00365430380272492
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:3_FA18:0)+NH4,TAG,902.8 / 601.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.42482729441652,174507.970474322,899111.053271241,0.00421514206803448
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:4_FA18:0)+NH4,TAG,900.8 / 599.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23332593289844,217249.203926356,899111.053271241,0.00493768252236402
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:4_FA18:1)+NH4,TAG,900.8 / 601.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23722300052208,269118.691700285,899111.053271241,0.00715159641395174
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:4_FA18:2)+NH4,TAG,900.8 / 603.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.28129616823075,249506.498094168,899111.053271241,0.0067897671072336
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:4_FA20:3)+NH4,TAG,900.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22011497367981,251393.59065186,899111.053271241,0.00654781191565486
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:4_FA20:4)+NH4,TAG,900.8 / 579.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23159734595537,729044.65203378,899111.053271241,0.0142915035654947
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:5_FA16:0)+NH4,TAG,898.8 / 625.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20535277909044,651796.728910455,899111.053271241,0.0164956842861293
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:5_FA18:1)+NH4,TAG,898.8 / 599.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.28148499514321,403251.025733793,899111.053271241,0.00875112752049022
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:5_FA18:2)+NH4,TAG,898.8 / 601.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.24479086163679,276588.499588668,899111.053271241,0.00644657986788882
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:5_FA20:4)+NH4,TAG,898.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.28240072214581,891610.742788896,899111.053271241,0.0212414772196072
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:5_FA22:5)+NH4,TAG,898.8 / 551.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21049363019922,363525.698047453,899111.053271241,0.00814382853315389
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:6_FA16:0)+NH4,TAG,896.8 / 623.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22185057803538,1917516.14752833,899111.053271241,0.0354887131882449
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:6_FA16:1)+NH4,TAG,896.8 / 625.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,3.16597971115003,324631.265337021,899111.053271241,0.00337960406088399
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:6_FA18:1)+NH4,TAG,896.8 / 597.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20908823341174,136107.937111019,899111.053271241,0.00256296614377704
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:6_FA18:2)+NH4,TAG,896.8 / 599.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22241271240409,982025.695366702,899111.053271241,0.0169165494506933
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:6_FA18:3)+NH4,TAG,896.8 / 601.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2020442396368,106521.205994968,899111.053271241,0.00248013974825856
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:6_FA20:4)+NH4,TAG,896.8 / 575.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2533715880359,515885.056979306,899111.053271241,0.00930372064497564
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:6_FA22:5)+NH4,TAG,896.8 / 549.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20642839120969,251277.346544866,899111.053271241,0.00442389258635052
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:6_FA22:6)+NH4,TAG,896.8 / 551.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23849671010062,3785481.82417829,899111.053271241,0.0728923650258872
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:7_FA16:1)+NH4,TAG,894.8 / 623.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,3.25325530881346,362528.199115825,899111.053271241,0.00440576003651109
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:7_FA18:2)+NH4,TAG,894.8 / 597.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20219586130883,336879.885228983,899111.053271241,0.00517725320801465
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:7_FA20:4)+NH4,TAG,894.8 / 573.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.50569234365759,78752.2461459337,899111.053271241,0.00129305554803378
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:7_FA22:6)+NH4,TAG,894.8 / 549.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21293079851541,778575.230977587,899111.053271241,0.0154004121042434
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:8_FA18:2)+NH4,TAG,892.8 / 595.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19749181192109,28360.5308705421,899111.053271241,0.000612223897525637
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(54:8_FA22:6)+NH4,TAG,892.8 / 547.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2554066713265,114860.327135937,899111.053271241,0.00204475062426953
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(55:1_FA16:0)+NH4,TAG,920.9 / 647.6,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21915975585439,208521.520057151,899111.053271241,0.00472280937717449
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(55:1_FA18:1)+NH4,TAG,920.9 / 621.6,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.18960639953126,11373.1071239458,899111.053271241,0.000384127497361927
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:5_FA16:0)+NH4,TAG,926.8 / 653.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.38000489336455,239052.527278987,899111.053271241,0.00629955998541991
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:5_FA18:1)+NH4,TAG,926.8 / 627.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20255238096634,119987.314492626,899111.053271241,0.00440058334586033
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:5_FA20:4)+NH4,TAG,926.8 / 605.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.29607280976438,419199.578607479,899111.053271241,0.011892098508473
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:6_FA18:0)+NH4,TAG,924.8 / 623.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.26143165908041,359304.91133792,899111.053271241,0.00831128803139336
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:6_FA18:1)+NH4,TAG,924.8 / 625.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23517705221561,244455.102966078,899111.053271241,0.00638127668983757
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:6_FA20:4)+NH4,TAG,924.8 / 603.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.24059335558114,344069.356681642,899111.053271241,0.00858574295270768
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:6_FA22:5)+NH4,TAG,924.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2320998239599,330638.025860714,899111.053271241,0.00916971379116245
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:6_FA22:6)+NH4,TAG,924.8 / 579.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.28245142661543,1548091.52259912,899111.053271241,0.0353578871291108
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:7_FA16:0)+NH4,TAG,922.8 / 649.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2211439918794,789582.086967836,899111.053271241,0.0209732089532462
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:7_FA16:1)+NH4,TAG,922.8 / 651.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,3.1459379492941,571685.5055274,899111.053271241,0.00411197573890884
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:7_FA18:1)+NH4,TAG,922.8 / 623.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.27959813488504,542778.564740766,899111.053271241,0.0148265118568454
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:7_FA18:3)+NH4,TAG,922.8 / 627.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,3.56604875156249,418549.67941048,899111.053271241,0.00341881612964313
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:7_FA20:3)+NH4,TAG,922.8 / 599.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20082390773303,69167.6752692609,899111.053271241,0.00129243114188252
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:7_FA20:4)+NH4,TAG,922.8 / 601.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19885884676904,188709.116129512,899111.053271241,0.00455681397506672
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:7_FA22:5)+NH4,TAG,922.8 / 575.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22419825490132,86709.0137791617,899111.053271241,0.00218857268946702
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:7_FA22:6)+NH4,TAG,922.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.27512453019664,3151418.03165135,899111.053271241,0.0867382489642263
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:8_FA16:0)+NH4,TAG,920.8 / 647.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.18971024203674,133871.459585491,899111.053271241,0.0035231782579104
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:8_FA16:1)+NH4,TAG,920.8 / 649.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,3.1329677235164,343166.098639529,899111.053271241,0.00458805522885019
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:8_FA18:1)+NH4,TAG,920.8 / 621.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19153191143077,61329.6032272233,899111.053271241,0.00197837431505304
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:8_FA18:2)+NH4,TAG,920.8 / 623.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21255802282526,144244.748370118,899111.053271241,0.00490722126815364
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:8_FA20:4)+NH4,TAG,920.8 / 599.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22844309194849,489866.780141776,899111.053271241,0.00967533355111637
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:8_FA22:6)+NH4,TAG,920.8 / 575.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21541172232422,900692.051235433,899111.053271241,0.022001860005538
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:9_FA18:3)+NH4,TAG,918.8 / 623.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,3.52558876351898,346903.334960247,899111.053271241,0.00419944897490816
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:9_FA20:4)+NH4,TAG,918.8 / 597.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19990406350622,177235.537836396,899111.053271241,0.00339976322377485
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(56:9_FA22:6)+NH4,TAG,918.8 / 573.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22854947803608,146351.477976283,899111.053271241,0.00350091888772124
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(57:10_FA22:6)+NH4,TAG,928.7 / 583.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.40125980875507,184907.233684372,899111.053271241,0.000878803047345159
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(57:2_FA18:1)+NH4,TAG,946.9 / 647.6,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2024342357358,148887.698131052,899111.053271241,0.00399341385431144
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(58:10_FA20:4)+NH4,TAG,944.8 / 623.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22010355353075,568900.295171711,899111.053271241,0.0165461761095223
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(58:10_FA22:6)+NH4,TAG,944.8 / 599.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20416973227262,689006.686186841,899111.053271241,0.0183096065989501
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(58:6_FA22:4)+NH4,TAG,952.8 / 603.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2032729274984,158313.283408932,899111.053271241,0.00427440875618572
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(58:6_FA22:5)+NH4,TAG,952.8 / 605.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20493500715485,128030.974506767,899111.053271241,0.00378359265870806
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(58:7_FA20:4)+NH4,TAG,950.8 / 629.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19533690447725,63395.8428046785,899111.053271241,0.00216385769055405
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(58:7_FA22:6)+NH4,TAG,950.8 / 605.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.24150313621473,312624.654233791,899111.053271241,0.0100046849959052
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(58:8_FA18:1)+NH4,TAG,948.8 / 649.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23355963058554,222185.774907771,899111.053271241,0.00827435914456207
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(58:8_FA20:4)+NH4,TAG,948.8 / 627.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23365232473949,402515.807868386,899111.053271241,0.012633203449597
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(58:8_FA22:5)+NH4,TAG,948.8 / 601.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.26687664383986,124253.144639059,899111.053271241,0.00333809809082965
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(58:8_FA22:6)+NH4,TAG,948.8 / 603.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23653249971573,467183.517215397,899111.053271241,0.0146696103712108
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(58:9_FA20:4)+NH4,TAG,946.8 / 625.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23699576993304,296953.737965351,899111.053271241,0.00809543126074689
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(58:9_FA22:6)+NH4,TAG,946.8 / 601.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.30721968888037,205929.190256464,899111.053271241,0.00719211142963369
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(60:10_FA22:5)+NH4,TAG,972.8 / 625.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19760639735874,65491.5469541802,899111.053271241,0.00254931993151335
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(60:10_FA22:6)+NH4,TAG,972.8 / 627.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20292574222203,522270.346108392,899111.053271241,0.0181731328482835
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(60:11_FA22:5)+NH4,TAG,970.8 / 623.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21270580688839,660612.793141076,899111.053271241,0.0197818531195601
