Sample Number,Sample Submission Date,Sample Name,Sex,"Tissue weight
(mg)",Treatment,Tissue Type,PND,Litter,Metabolite,"MRM Transition of each lipid species
(Parent ion/Fragment ion)",Metabolite used as Internal Standard,"Retention Time
(min)",Peak Area of Metabolite,Peak Area of Internal Standard,"Normalized Peak Area
(Peak Area of Metabolite / (Peak Area of Internal Standard * Tisue weight))"
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Urate.1,167.1 / 124.1,L-Tryptophan.1.IS,2.61815506245439,688897.218951917,17927666.0239431,0.000686187261425071
1,09/2021,C20M1S,M,56,control,striatum,30,C20,sn-glycerol-3-phosphate.1,171.0 / 79.0,L-Tryptophan.1.IS,7.13043814569113,973008.209618474,17927666.0239431,0.000969180627144923
1,09/2021,C20M1S,M,56,control,striatum,30,C20,N-acetylornithine.1,173.1 / 131.1,L-Tryptophan.1.IS,14.4040397110984,2209819.7479027,17927666.0239431,0.00220112684351282
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Ascorbic acid.1,175.0 / 87.0,L-Tryptophan.1.IS,3.57510161778039,31093967.3692498,17927666.0239431,0.0309716511098809
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Glucose/Inositol/Gluconolactone/Fructose,179.1 / 89.0,L-Tryptophan.1.IS,6.94428271712669,431656.261970339,17927666.0239431,0.000429958229079574
1,09/2021,C20M1S,M,56,control,striatum,30,C20,2/3-Phosphoglyceric acid.2,184.9 / 78.8,L-Tryptophan.1.IS,10.0403581378685,95451.7349311101,17927666.0239431,9.50762505476477e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Isocitric_Citric_acid.1,191.0 / 111.0,L-Tryptophan.1.IS,9.94998065340994,22744367.2208751,17927666.0239431,0.0226548962991644
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Xanthurenic Acid.1,204.1 / 160.1,L-Tryptophan.1.IS,5.89283590337327,22400.5079975085,17927666.0239431,2.23123897360567e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,3-Indoxyl sulfate.1,212.1 / 80.0,L-Tryptophan.1.IS,2.31839102879226,19820.0930995499,17927666.0239431,1.97421255755125e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Phenylacetylglutamine or Pantothenate.1,218.1 / 146.1,L-Tryptophan.1.IS,1.63054237708261,10162864.6052608,17927666.0239431,0.0101228863172467
1,09/2021,C20M1S,M,56,control,striatum,30,C20,N-Aceryltyrosine.1,222.1 / 180.1,L-Tryptophan.1.IS,2.68594305430805,15462.5882920284,17927666.0239431,1.54017621537109e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,D-Xylulose/Ribose/Ribulose-5-phosphate.1,228.8 / 97.0,L-Tryptophan.1.IS,8.48943810625849,2089396.38729408,17927666.0239431,0.00208117719971349
1,09/2021,C20M1S,M,56,control,striatum,30,C20,N-Acetyl-Tryptophan.1,245.1 / 203.1,L-Tryptophan.1.IS,5.24581093708865,49814.2244959906,17927666.0239431,4.96182672052611e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Deoxyinosine.1,251.0 / 135.0,L-Tryptophan.1.IS,1.64346441395572,56819.880935582,17927666.0239431,5.65963650615447e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,G6P.1,258.8 / 97.1,L-Tryptophan.1.IS,9.52830621794855,536543.429743957,17927666.0239431,0.000534432795724957
1,09/2021,C20M1S,M,56,control,striatum,30,C20,F6P.1,258.8 / 97.1,L-Tryptophan.1.IS,9.07388365422032,249923.39532794,17927666.0239431,0.000248940256235966
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Deoxyguanosine.2,266.1 / 150.1,L-Tryptophan.1.IS,2.12066434523551,91505.6606681743,17927666.0239431,9.11456992006944e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Sedoheptulose 7-phosphate.1,289.0 / 97.0,L-Tryptophan.1.IS,9.17301534244349,403851.792764446,17927666.0239431,0.000402263136031011
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Argininosuccinic acid.1,289.1 / 131.1,L-Tryptophan.1.IS,9.31224222212434,38992.5825227064,17927666.0239431,3.88391949932004e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,2'-O-Methyl Guanosine.1,296.0 / 150.0,L-Tryptophan.1.IS,1.68881586741622,21189.8632550641,17927666.0239431,2.11065073815881e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,N-Acetyl-aspartyl-glutamate.1,303.1 / 285.1,L-Tryptophan.1.IS,10.0127528101328,12547389.7154646,17927666.0239431,0.0124980312737896
1,09/2021,C20M1S,M,56,control,striatum,30,C20,N-Acetylneuraminate.1,308.1 / 87.0,L-Tryptophan.1.IS,3.91150468949839,4097858.62494359,17927666.0239431,0.00408173862544423
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Cyclic-AMP.1,328.0 / 134.1,L-Tryptophan.1.IS,9.34463037492668,13896.5202941352,17927666.0239431,1.38418546941995e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,"Fructose-1,6-diphosphate",338.9 / 96.9,L-Tryptophan.1.IS,12.3412224532,131265.38910611,17927666.0239431,0.000130749022339869
1,09/2021,C20M1S,M,56,control,striatum,30,C20,"Glucose.1,6-Bisphosphate.1",339.1 / 79.0,L-Tryptophan.1.IS,12.9709419221806,77975.0674594192,17927666.0239431,7.76683321219047e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,GMP.1,362.1 / 79.0,L-Tryptophan.1.IS,9.3277105255114,3839899.2894518,17927666.0239431,0.00382479404051842
1,09/2021,C20M1S,M,56,control,striatum,30,C20,S-adenosyl-L-homocysteine.1,383.1 / 134.0,L-Tryptophan.1.IS,5.27631019206512,756297.315044575,17927666.0239431,0.000753322221598042
1,09/2021,C20M1S,M,56,control,striatum,30,C20,UDP.1,403.0 / 159.0,L-Tryptophan.1.IS,9.66114829857916,33085.6535836297,17927666.0239431,3.29555025052207e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,dGDP.1,426.1 / 159.0,L-Tryptophan.1.IS,9.34091394391343,675546.439559875,17927666.0239431,0.000672889000818281
1,09/2021,C20M1S,M,56,control,striatum,30,C20,ATP.2,505.8 / 159.0,L-Tryptophan.1.IS,10.0802763413797,157888.675427609,17927666.0239431,0.000157267578996084
1,09/2021,C20M1S,M,56,control,striatum,30,C20,UDP-N-acetyl-glucosamine,606.0 / 385.0,L-Tryptophan.1.IS,7.364867866021,1185310.75084957,17927666.0239431,0.00118064802076074
1,09/2021,C20M1S,M,56,control,striatum,30,C20,NAD,662.2 / 540.1,L-Tryptophan.1.IS,6.9316279321839,192855.671804398,17927666.0239431,0.000192097023540153
1,09/2021,C20M1S,M,56,control,striatum,30,C20,NADH,664.1 / 408.1,L-Tryptophan.1.IS,5.84841442577785,207217.816105557,17927666.0239431,0.000206402670587469
1,09/2021,C20M1S,M,56,control,striatum,30,C20,NADP,742.0 / 620.1,L-Tryptophan.1.IS,10.0162869230236,31299.8964464667,17927666.0239431,3.11767701111715e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Urea.1,61.0 / 44.0,L-Tryptophan.1.IS,1.95980294850369,49728854.166994,22406844.789097,0.0715922567916673
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Ethanolamine.1,62.1 / 44.1,L-Tryptophan.1.IS,9.96120892651253,8688609.60526579,22406844.789097,0.0125085763676331
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Imidazole.1,69.0 / 42.2,L-Tryptophan.1.IS,2.48030637036966,128313.299253097,22406844.789097,0.000184726529975244
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Trimethylamine-N-oxide.1,76.0 / 58.1,L-Tryptophan.1.IS,4.87202449690335,10804038.1918758,22406844.789097,0.0155540578920704
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Glycine.2,76.0 / 30.0,L-Tryptophan.1.IS,6.27751626682289,3850624.61258647,22406844.789097,0.00554356038743349
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Sarcosine.1,90.0 / 44.0,L-Tryptophan.1.IS,4.49772618620088,43382.6572596426,22406844.789097,6.24559401350261e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,L-Alanine.1,90.1 / 44.1,L-Tryptophan.1.IS,5.10244400477126,21904427.5053175,22406844.789097,0.0315347583430946
2,09/2021,C21M1S,M,31,control,striatum,30,C21,B-Alanine.1,90.1 / 30.1,L-Tryptophan.1.IS,6.46562805465395,2144121.19153879,22406844.789097,0.00308678889768152
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Aminobutyric acid(Abu).1,104.1 / 58.0,L-Tryptophan.1.IS,4.05236506356582,1969614.47980552,22406844.789097,0.0028355599174938
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Aminoisobutyric acid (BAIBA).1,104.1 / 86.0,L-Tryptophan.1.IS,4.67329410929928,620906.117830512,22406844.789097,0.000893888889576365
2,09/2021,C21M1S,M,31,control,striatum,30,C21,GABA.2,104.2 / 87.1,L-Tryptophan.1.IS,7.00470107010805,271054189.251902,22406844.789097,0.390223773429694
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Serine.1,106.0 / 60.0,L-Tryptophan.1.IS,6.76054190061627,48831661.9474398,22406844.789097,0.0703006119940994
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Uracil.1,113.0 / 70.0,L-Tryptophan.1.IS,8.2331268074116,64510.5631478178,22406844.789097,9.28727773848246e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Creatinine.1,114.0 / 44.0,L-Tryptophan.1.IS,1.81926150698897,18529058.7334395,22406844.789097,0.026675401096065
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Proline.1,116.1 / 70.0,L-Tryptophan.1.IS,3.55469701897893,143848563.769115,22406844.789097,0.207091908490147
2,09/2021,C21M1S,M,31,control,striatum,30,C21,L-Valine.1,118.0 / 55.1,L-Tryptophan.1.IS,3.20034083157176,16821468.8685698,22406844.789097,0.0242170655050201
2,09/2021,C21M1S,M,31,control,striatum,30,C21,5-Aminovaleric Acid.1,118.0 / 101.0,L-Tryptophan.1.IS,6.09310854014313,2444635.26402793,22406844.789097,0.00351942465829858
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Betaine.1,119.1 / 59.0,L-Tryptophan.1.IS,2.92973254526707,9591861.36051151,22406844.789097,0.0138089447893933
2,09/2021,C21M1S,M,31,control,striatum,30,C21,L-Homoserine.1,120.0 / 74.0,L-Tryptophan.1.IS,8.59212573074118,160366.003279055,22406844.789097,0.000230871277444949
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Threonine.1,120.1 / 74.0,L-Tryptophan.1.IS,5.1264840357971,20244950.385264,22406844.789097,0.0291456883733783
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Purine.1,121.1 / 93.9,L-Tryptophan.1.IS,2.10749335488006,374772.147844925,22406844.789097,0.000539541565884031
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Nicotinamide.1,123.1 / 80.0,L-Tryptophan.1.IS,6.88405889786156,159912.467906939,22406844.789097,0.000230218344226025
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Thymine.1,127.1 / 110.0,L-Tryptophan.1.IS,1.20185709842072,1240261.748326,22406844.789097,0.00178554561657226
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Pipecolate.1,130.0 / 84.0,L-Tryptophan.1.IS,6.30885301725079,899649865.151056,22406844.789097,1.29518295258112
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Hydroxyproline,132.0 / 68.2,L-Tryptophan.1.IS,4.88341400169705,2657186.92947253,22406844.789097,0.00382542514169814
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Leucine.2,132.1 / 43.1,L-Tryptophan.1.IS,2.24690994731937,12614946.1766687,22406844.789097,0.018161135646929
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Isoleucine.2,132.1 / 69.0,L-Tryptophan.1.IS,2.46710774720576,8738970.54926773,22406844.789097,0.0125810786139779
2,09/2021,C21M1S,M,31,control,striatum,30,C21,L-Asparagine.1,133.1 / 87.1,L-Tryptophan.1.IS,6.58753682186919,11341742.0222043,22406844.789097,0.016328164421239
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Ornithine.1,133.1 / 70.0,L-Tryptophan.1.IS,14.4088292110055,406970.695942582,22406844.789097,0.000585896278099707
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Adenine.1,136.0 / 119.0,L-Tryptophan.1.IS,1.52685111649219,77235889.0400186,22406844.789097,0.111192821437574
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Methylnicotinamide.1,137.0 / 94.0,L-Tryptophan.1.IS,8.09754475715733,7730224.95608304,22406844.789097,0.0111288357510672
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Hypoxanthine.1,137.1 / 110.0,L-Tryptophan.1.IS,2.02806773019124,140845077.865585,22406844.789097,0.202767933251273
2,09/2021,C21M1S,M,31,control,striatum,30,C21,L-Glutamine.1,147.1 / 84.0,L-Tryptophan.1.IS,6.32107532545727,1014182294.00846,22406844.789097,1.46006982148418
2,09/2021,C21M1S,M,31,control,striatum,30,C21,L-Lysine.1,147.1 / 84.0,L-Tryptophan.1.IS,14.4762803758686,10240648.772445,22406844.789097,0.0147429730467581
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Acetylcholine.1,147.1 / 87.0,L-Tryptophan.1.IS,6.36904966350091,3608703.19934809,22406844.789097,0.00519527768054055
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Glutamic acid.1,148.1 / 84.0,L-Tryptophan.1.IS,6.21472410501437,691699723.857466,22406844.789097,0.995807063779014
2,09/2021,C21M1S,M,31,control,striatum,30,C21,L-Methionine.1,150.1 / 133.0,L-Tryptophan.1.IS,2.70731477771567,20947607.6759151,22406844.789097,0.0301572705228464
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Guanine.1,152.1 / 110.0,L-Tryptophan.1.IS,2.72324326555045,10131228.2345951,22406844.789097,0.0145854455232457
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Xanthine.1,153.0 / 110.0,L-Tryptophan.1.IS,1.78357663766289,7912514.23287169,22406844.789097,0.0113912689185477
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Dopamine.1,154.1 / 137.1,L-Tryptophan.1.IS,2.01742189979408,376602.12745923,22406844.789097,0.000542176100153228
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Serotonin-NH3.1,160.1 / 115.0,L-Tryptophan.1.IS,6.89112195586911,5865565.92769678,22406844.789097,0.00844437518535943
2,09/2021,C21M1S,M,31,control,striatum,30,C21,L-Carnitine (C0),162.0 / 103.0,L-Tryptophan.1.IS,5.3632877056139,1125988.41556733,22406844.789097,0.00162103175595071
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Methionine sulfoxide.1,166.1 / 74.0,L-Tryptophan.1.IS,5.71513748200447,2639885.37470139,22406844.789097,0.00380051691944329
2,09/2021,C21M1S,M,31,control,striatum,30,C21,L-Phenylalanine.1,166.1 / 120.0,L-Tryptophan.1.IS,2.10293036180045,137158558.833325,22406844.789097,0.197460627831795
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Normetanephrine-H2O.1,166.1 / 121.1,L-Tryptophan.1.IS,4.02610676747284,4009019.2561064,22406844.789097,0.00577159359236565
2,09/2021,C21M1S,M,31,control,striatum,30,C21,7-methylguanine.1,166.2 / 149.1,L-Tryptophan.1.IS,2.56216716904332,1343128.99275683,22406844.789097,0.00193363867646888
2,09/2021,C21M1S,M,31,control,striatum,30,C21,1 or 3-Methyl-Histidine.1,170.1 / 109.1,L-Tryptophan.1.IS,6.92927601199189,7881486.76520953,22406844.789097,0.011346600154916
2,09/2021,C21M1S,M,31,control,striatum,30,C21,L-Arginine.1,175.1 / 70.0,L-Tryptophan.1.IS,14.4216457183951,26822009.8188886,22406844.789097,0.0386143667854105
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Citrulline.1,176.1 / 159.1,L-Tryptophan.1.IS,7.65275559093905,8166741.80908832,22406844.789097,0.0117572682206613
2,09/2021,C21M1S,M,31,control,striatum,30,C21,N-carbamoyl-L-aspartate.1,177.1 / 74.0,L-Tryptophan.1.IS,3.72693768475621,158756.791166388,22406844.789097,0.000228554571606213
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Ureidosuccinic acid.1,177.1 / 134.1,L-Tryptophan.1.IS,6.56121125355471,9382681.75245818,22406844.789097,0.0135077988960042
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Serotonin,177.1 / 160.1,L-Tryptophan.1.IS,6.88813015513453,6913528.07956859,22406844.789097,0.00995307625522142
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Hippuric acid.1,180.1 / 105.1,L-Tryptophan.1.IS,1.22820890092439,50081.8647904795,22406844.789097,7.21004693300437e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,L-Tyrosine.1,182.1 / 136.0,L-Tryptophan.1.IS,3.46278548452964,60196790.6588539,22406844.789097,0.0866624451150794
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Phosphorylcholine.1,185.1 / 125.1,L-Tryptophan.1.IS,7.10390145636789,271613.013980036,22406844.789097,0.00039102828670691
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Homoarginine.1,189.1 / 144.1,L-Tryptophan.1.IS,14.455427616903,889289.96133352,22406844.789097,0.00128026829374037
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Symmetric Dimethylarginine.1,203.1 / 70.0,L-Tryptophan.1.IS,12.6248325093402,2890453.07438747,22406844.789097,0.00416124727207485
2,09/2021,C21M1S,M,31,control,striatum,30,C21,L-Acetylcarnitine (C2).1,204.0 / 85.0,L-Tryptophan.1.IS,3.16081372504978,422751305.130391,22406844.789097,0.60861486762338
2,09/2021,C21M1S,M,31,control,striatum,30,C21,3-Indolebutyric acid.1,204.1 / 186.1,L-Tryptophan.1.IS,7.35475653594594,463099.876769048,22406844.789097,0.000666702779567448
2,09/2021,C21M1S,M,31,control,striatum,30,C21,L-Tryptophan.1,205.1 / 146.1,L-Tryptophan.1.IS,2.47240218521752,39571017.2057363,22406844.789097,0.056968503955212
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Lipoic Acid.1,207.1 / 189.1,L-Tryptophan.1.IS,3.76082089158961,330823.086567997,22406844.789097,0.000476270200931108
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Kynurenine.1,209.1 / 146.1,L-Tryptophan.1.IS,2.21499890982461,57143.1294822035,22406844.789097,8.22662349313628e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Propionylcarnitine (C3).1,218.3 / 85.0,L-Tryptophan.1.IS,2.4189529335301,59260318.0388132,22406844.789097,0.0853142502005701
2,09/2021,C21M1S,M,31,control,striatum,30,C21,N-Acetyl-glucosamine.1,222.1 / 138.1,L-Tryptophan.1.IS,2.57236459746754,1620902.54953575,22406844.789097,0.00233353600247746
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Cystathionine.1,223.0 / 134.0,L-Tryptophan.1.IS,9.94211921217364,967044.682144497,22406844.789097,0.00139220805250438
2,09/2021,C21M1S,M,31,control,striatum,30,C21,3-Hydroxykynurenine.1,225.1 / 208.1,L-Tryptophan.1.IS,3.17209277705288,34334.5314298776,22406844.789097,4.94297854258795e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Carnosine.1,227.1 / 109.9,L-Tryptophan.1.IS,9.20067238807436,25532702.3329261,22406844.789097,0.0367582123622967
2,09/2021,C21M1S,M,31,control,striatum,30,C21,2-Deoxycytide,228.0 / 112.0,L-Tryptophan.1.IS,2.00158448861304,522283.788809677,22406844.789097,0.000751907031700818
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Butyrylcarnitine (C4).1,232.2 / 85.0,L-Tryptophan.1.IS,1.9228908676176,98578134.660917,22406844.789097,0.141918233365853
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Anserine.1,241.0 / 109.0,L-Tryptophan.1.IS,8.93768187426292,1653617.68233173,22406844.789097,0.00238063441701639
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Thymidine.1,243.1 / 127.1,L-Tryptophan.1.IS,1.19852236335013,514676.777630315,22406844.789097,0.000740955580940639
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Cytidine.1,244.1 / 111.9,L-Tryptophan.1.IS,2.47578593954375,63943251.3162672,22406844.789097,0.0920560456300785
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Tiglylcarnitine,244.3 / 85.0,L-Tryptophan.1.IS,1.74863030097617,2649323.4203895,22406844.789097,0.00381410442315383
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Uridine.1,245.1 / 113.1,L-Tryptophan.1.IS,1.66609166707492,23147360.3168742,22406844.789097,0.0333241493618569
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Isovalerylcarnitine (C5).1,246.3 / 85.0,L-Tryptophan.1.IS,1.60115112661259,81752618.5292039,22406844.789097,0.117695341209342
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Malonylcarnitine,248.2 / 85.0,L-Tryptophan.1.IS,3.42217689939092,27478161.107504,22406844.789097,0.0395589964644091
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Deoxyadenosine.1,252.0 / 136.0,L-Tryptophan.1.IS,1.35916291780329,297457.165774291,22406844.789097,0.000428234877986972
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Glycerophosphocholine.1,258.1 / 104.1,L-Tryptophan.1.IS,7.10654119571617,1055439009.41958,22406844.789097,1.5194651446536
2,09/2021,C21M1S,M,31,control,striatum,30,C21,2'-O-Methyl Uridine.1,259.0 / 113.1,L-Tryptophan.1.IS,1.63499706198214,22876.2153449852,22406844.789097,3.29337948929994e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Hexanoylcarnitine,260.2 / 85.0,L-Tryptophan.1.IS,1.32673630116192,7238412.71747411,22406844.789097,0.0104207971551741
2,09/2021,C21M1S,M,31,control,striatum,30,C21,3-Hydroxyisovaleryl Carnitine,262.2 / 85.0,L-Tryptophan.1.IS,2.84172065060795,52703392.7335053,22406844.789097,0.075874557931671
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Adenosine.1,268.0 / 136.0,L-Tryptophan.1.IS,1.52240062627579,640215594.59341,22406844.789097,0.921687821244484
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Deoxyguanosine.1,268.1 / 152.1,L-Tryptophan.1.IS,2.12798454928793,242893.095312734,22406844.789097,0.000349681591177578
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Inosine.1,269.1 / 137.0,L-Tryptophan.1.IS,2.02056516016841,225534031.283877,22406844.789097,0.324690575590458
2,09/2021,C21M1S,M,31,control,striatum,30,C21,L-Glutarylcarnitine,276.3 / 85.0,L-Tryptophan.1.IS,6.61670608925194,26380936.5374966,22406844.789097,0.0379793746434375
2,09/2021,C21M1S,M,31,control,striatum,30,C21,2'-O-Methyl Adenosine.1,282.1 / 135.7,L-Tryptophan.1.IS,1.1557488564764,30932.9087689722,22406844.789097,4.45326317084402e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,N6- Methyl Adenosine (m6A).1,282.1 / 150.1,L-Tryptophan.1.IS,1.28206316217486,542731.883193819,22406844.789097,0.000781345176789256
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Guanosine.1,284.1 / 152.1,L-Tryptophan.1.IS,2.71574583366416,123274867.718992,22406844.789097,0.177472940680676
2,09/2021,C21M1S,M,31,control,striatum,30,C21,N4- Acetyl Cytidine.1,286.0 / 153.9,L-Tryptophan.1.IS,1.38802355401567,169849.180642891,22406844.789097,0.000244523755073989
2,09/2021,C21M1S,M,31,control,striatum,30,C21,2-Octenoylcarnitine,286.2 / 85.0,L-Tryptophan.1.IS,1.17740598997834,983853.10311983,22406844.789097,0.00141640633358055
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Octanoylcarnitine(C8).1,288.3 / 85.0,L-Tryptophan.1.IS,1.08705168588093,513552.00777814,22406844.789097,0.000739336303492218
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Adipoylcarnitine,290.2 / 85.0,L-Tryptophan.1.IS,1.68763914415801,233851.042374924,22406844.789097,0.000336664179320998
2,09/2021,C21M1S,M,31,control,striatum,30,C21,S-methyl-5-thioadenosine.1,298.0 / 136.0,L-Tryptophan.1.IS,1.07254056292702,9994462.77685629,22406844.789097,0.0143885508242891
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Pimelylcarnitine,304.2 / 85.0,L-Tryptophan.1.IS,1.38128093935388,2346086.77543523,22406844.789097,0.00337754910496154
